item,skill_tokusyukouka,hosei_per,hosei_value,kougekizi_no_kakuritu_hosei,hanekaesu_kakuritu_hosei,tern_kaisizi_sentou_syuuryouzi,condition,genkaitoppa,rensei
"砂海のターバン","きようさ",,3,,,,,3,
"砂海のターバン","さいだいHP",,3,,,,,4,
"砂海のころも上","ギラ属性耐性",3,,,,,,,
"砂海のころも上","守備力",,4,,,,,,
"砂海のころも上","すばやさ",,3,,,,"【魔法使い】",,
"砂海のころも上","さいだいMP",,3,,,,,,
"砂海のころも上","すばやさ",,3,,,,,1,
"砂海のころも上","守備力",,3,,,,,2,
"砂海のころも上","きようさ",,3,,,,,3,
"砂海のころも上","さいだいHP",,3,,,,,4,
"砂海のころも下","魅了耐性",3,,,,,,,
"砂海のころも下","守備力",,4,,,,,,
"砂海のころも下","すばやさ",,3,,,,"【魔法使い】",,
"砂海のころも下","さいだいMP",,3,,,,,,
"砂海のころも下","すばやさ",,3,,,,,1,
"砂海のころも下","守備力",,3,,,,,2,
"砂海のころも下","きようさ",,3,,,,,3,
"砂海のころも下","さいだいHP",,3,,,,,4,
"翼神の加護","鳥系へのダメージ",5,,,,,,,
"破邪のネックレス","ジバリア属性耐性",3,,,,,,,
"聖女のティアラ","ギラ属性耐性",5,,,,,,,
"聖女のティアラ","スライム系への耐性",5,,,,,,,
"聖女のティアラ","戦闘時のどうぐMP回復効果",10,,,,,,,
"聖女のティアラ","バギ属性じゅもんダメージ",5,,,,,,,
"聖女のティアラ","幻惑成功率",3,,,,,,,
"聖女のティアラ","かいふく魔力",,5,,,,"【賢者】",,
"聖女のティアラ","さいだいMP",,5,,,,,,
"聖女のティアラ","守備力",,7,,,,,,
"聖女のティアラ","転び耐性",5,,,,,,1,
"聖女のティアラ","守備力",,5,,,,,2,
"聖女のティアラ","かいふく魔力",,5,,,,,3,
"聖女のティアラ","さいだいHP",,5,,,,,4,
"聖女のころも上","ギラ属性耐性",5,,,,,,,
"聖女のころも上","スライム系への耐性",5,,,,,,,
"聖女のころも上","じゅもんHP回復効果",5,,,,,,,
"聖女のころも上","バギ属性じゅもんダメージ",3,,,,,,,
"聖女のころも上","幻惑成功率",3,,,,,,,
"聖女のころも上","さいだいMP",,5,,,,"【賢者】",,
"聖女のころも上","さいだいMP",,5,,,,,,
"聖女のころも上","守備力",,7,,,,,,
"聖女のころも上","混乱耐性",5,,,,,,1,
"聖女のころも上","守備力",,5,,,,,2,
"聖女のころも上","かいふく魔力",,5,,,,,3,
"聖女のころも上","さいだいHP",,5,,,,,4,
"聖女のころも下","バギ属性耐性",5,,,,,,,
"聖女のころも下","スライム系への耐性",5,,,,,,,
"聖女のころも下","戦闘時のどうぐMP回復効果",10,,,,,,,
"聖女のころも下","バギ属性じゅもんダメージ",3,,,,,,,
"聖女のころも下","幻惑成功率",5,,,,,,,
"聖女のころも下","こうげき魔力",,5,,,,"【賢者】",,
"聖女のころも下","さいだいMP",,5,,,,,,
"聖女のころも下","守備力",,7,,,,,,
"聖女のころも下","転び耐性",5,,,,,,1,
"聖女のころも下","守備力",,5,,,,,2,
"聖女のころも下","すばやさ",,5,,,,,3,
"聖女のころも下","さいだいHP",,5,,,,,4,
"記念大王スライムヘッド","呪い耐性",5,,,,,,,
"記念大王スライムヘッド","呪い耐性",5,,,,,,1,
"記念大王スライムヘッド","守備力",,2,,,,,2,
"記念大王スライムヘッド","すばやさ",,3,,,,,3,
"記念大王スライムヘッド","さいだいHP",,2,,,,,4,
"ドラゴロウヘッド","混乱耐性",5,,,,,,,
"ドラゴロウヘッド","混乱耐性",5,,,,,,1,
"ドラゴロウヘッド","守備力",,2,,,,,2,
"ドラゴロウヘッド","すばやさ",,3,,,,,3,
"ドラゴロウヘッド","さいだいHP",,2,,,,,4,
"スラ子ヘッド","幻惑耐性",5,,,,,,,
"スラ子ヘッド","幻惑耐性",5,,,,,,1,
"スラ子ヘッド","守備力",,2,,,,,2,
"スラ子ヘッド","きようさ",,3,,,,,3,
"スラ子ヘッド","さいだいHP",,2,,,,,4,
"タワッピーヘッド","眠り耐性",5,,,,,,,
"タワッピーヘッド","眠り耐性",5,,,,,,1,
"タワッピーヘッド","守備力",,2,,,,,2,
"タワッピーヘッド","きようさ",,3,,,,,3,
"タワッピーヘッド","さいだいHP",,2,,,,,4,
"トーテムヘッド","幻惑耐性",5,,,,,,,
"トーテムヘッド","幻惑耐性",5,,,,,,1,
"トーテムヘッド","守備力",,2,,,,,2,
"トーテムヘッド","すばやさ",,3,,,,,3,
"トーテムヘッド","さいだいHP",,2,,,,,4,
"タワッピーボディ","眠り耐性",5,,,,,,,
"タワッピーボディ","眠り耐性",5,,,,,,1,
"タワッピーボディ","守備力",,2,,,,,2,
"タワッピーボディ","きようさ",,3,,,,,3,
"タワッピーボディ","さいだいHP",,2,,,,,4,
"トーテムボディ","幻惑耐性",5,,,,,,,
"トーテムボディ","幻惑耐性",5,,,,,,1,
"トーテムボディ","守備力",,2,,,,,2,
"トーテムボディ","きようさ",,3,,,,,3,
"トーテムボディ","さいだいHP",,2,,,,,4,
"タワッピーパンツ","眠り耐性",5,,,,,,,
"タワッピーパンツ","眠り耐性",5,,,,,,1,
"タワッピーパンツ","守備力",,2,,,,,2,
"タワッピーパンツ","きようさ",,3,,,,,3,
"タワッピーパンツ","さいだいHP",,2,,,,,4,
"トーテムパンツ","幻惑耐性",5,,,,,,,
"トーテムパンツ","幻惑耐性",5,,,,,,1,
"トーテムパンツ","守備力",,2,,,,,2,
"トーテムパンツ","すばやさ",,3,,,,,3,
"トーテムパンツ","さいだいHP",,2,,,,,4,
"スラタワヘッド・黄","麻痺耐性",5,,,,,,,
"スラタワヘッド・黄","麻痺耐性",5,,,,,,1,
"スラタワヘッド・黄","すばやさ",,2,,,,,2,
"スラタワヘッド・黄","守備力",,2,,,,,3,
"スラタワヘッド・黄","さいだいHP",,2,,,,,4,
"スラタワボディ・黄","麻痺耐性",5,,,,,,,
"スラタワボディ・黄","麻痺耐性",5,,,,,,1,
"スラタワボディ・黄","守備力",,2,,,,,2,
"スラタワボディ・黄","きようさ",,3,,,,,3,
"スラタワボディ・黄","さいだいHP",,2,,,,,4,
"スラタワパンツ・黄","麻痺耐性",5,,,,,,,
"スラタワパンツ・黄","麻痺耐性",5,,,,,,1,
"スラタワパンツ・黄","すばやさ",,2,,,,,2,
"スラタワパンツ・黄","守備力",,2,,,,,3,
"スラタワパンツ・黄","さいだいHP",,2,,,,,4,
"ダークタトゥー","混乱耐性",3,,,,,,,
"ダークキングの牙","転び耐性",3,,,,,,,
"ダクスラヘッド","眠り耐性",5,,,,,,,
"ダクスラヘッド","眠り耐性",5,,,,,,1,
"ダクスラヘッド","守備力",,2,,,,,2,
"ダクスラヘッド","きようさ",,3,,,,,3,
"ダクスラヘッド","さいだいHP",,2,,,,,4,
"メタブラヘッド","毒耐性",5,,,,,,,
"メタブラヘッド","毒耐性",5,,,,,,1,
"メタブラヘッド","守備力",,2,,,,,2,
"メタブラヘッド","きようさ",,3,,,,,3,
"メタブラヘッド","さいだいHP",,2,,,,,4,
"スラよしヘッド","麻痺耐性",5,,,,,,,
"スラよしヘッド","麻痺耐性",5,,,,,,1,
"スラよしヘッド","守備力",,2,,,,,2,
"スラよしヘッド","すばやさ",,3,,,,,3,
"スラよしヘッド","さいだいHP",,2,,,,,4,
"メタブラボディ","毒耐性",5,,,,,,,
"メタブラボディ","毒耐性",5,,,,,,1,
"メタブラボディ","守備力",,2,,,,,2,
"メタブラボディ","きようさ",,3,,,,,3,
"メタブラボディ","さいだいHP",,2,,,,,4,
"メタブラパンツ","毒耐性",5,,,,,,,
"メタブラパンツ","毒耐性",5,,,,,,1,
"メタブラパンツ","守備力",,2,,,,,2,
"メタブラパンツ","きようさ",,3,,,,,3,
"メタブラパンツ","さいだいHP",,2,,,,,4,
"スラタワヘッド・紺","呪い耐性",5,,,,,,,
"スラタワヘッド・紺","呪い耐性",5,,,,,,1,
"スラタワヘッド・紺","すばやさ",,2,,,,,2,
"スラタワヘッド・紺","守備力",,2,,,,,3,
"スラタワヘッド・紺","さいだいHP",,2,,,,,4,
"スラタワボディ・紺","呪い耐性",5,,,,,,,
"スラタワボディ・紺","呪い耐性",5,,,,,,1,
"スラタワボディ・紺","守備力",,2,,,,,2,
"スラタワボディ・紺","きようさ",,3,,,,,3,
"スラタワボディ・紺","さいだいHP",,2,,,,,4,
"スラタワパンツ・紺","呪い耐性",5,,,,,,,
"スラタワパンツ・紺","呪い耐性",5,,,,,,1,
"スラタワパンツ・紺","すばやさ",,2,,,,,2,
"スラタワパンツ・紺","守備力",,2,,,,,3,
"スラタワパンツ・紺","さいだいHP",,2,,,,,4,
"聖盾騎士のかぶと","ドルマ属性耐性",5,,,,,,,
"聖盾騎士のかぶと","混乱耐性",5,,,,,,,
"聖盾騎士のかぶと","さいだいHP",,5,,,,,,
"聖盾騎士のかぶと","イオ属性とくぎダメージ",5,,,,,,,
"聖盾騎士のかぶと","スライム系への耐性",5,,,,,,,
"聖盾騎士のかぶと","さいだいHP",,5,,,,"【パラディン】",,
"聖盾騎士のかぶと","さいだいMP",,5,,,,,,
"聖盾騎士のかぶと","守備力",,7,,,,,,
"聖盾騎士のかぶと","攻撃減耐性",5,,,,,,1,
"聖盾騎士のかぶと","守備力",,5,,,,,2,
"聖盾騎士のかぶと","すばやさ",,5,,,,,3,
"聖盾騎士のかぶと","さいだいHP",,5,,,,,4,
"聖盾騎士の大盾","うけながしのかまえ",,,,,,,,
"聖盾騎士の大盾","ビッグシールド",,,,,,,,
"聖盾騎士の大盾","イオ属性とくぎダメージ",3,,,,,,,
"聖盾騎士の大盾","かいふく魔力",,7,,,,"【パラディン】",,
"聖盾騎士の大盾","攻撃力",,8,,,,,,
"聖盾騎士の大盾","守備減耐性",5,,,,,,,
"聖盾騎士の大盾","ガード率",1,,,,,,,
"聖盾騎士の大盾","転び耐性",5,,,,,,1,
"聖盾騎士の大盾","ガード率",1,,,,,,2,
"聖盾騎士の大盾","守備力",,5,,,,,3,
"聖盾騎士の大盾","ガード率",1,,,,,,4,
"聖盾騎士のよろい上","ドルマ属性耐性",5,,,,,,,
"聖盾騎士のよろい上","混乱耐性",5,,,,,,,
"聖盾騎士のよろい上","さいだいHP",,5,,,,,,
"聖盾騎士のよろい上","イオ属性とくぎダメージ",3,,,,,,,
"聖盾騎士のよろい上","スライム系への耐性",5,,,,,,,
"聖盾騎士のよろい上","かいふく魔力",,7,,,,"【パラディン】",,
"聖盾騎士のよろい上","さいだいMP",,5,,,,,,
"聖盾騎士のよろい上","守備力",,7,,,,,,
"聖盾騎士のよろい上","攻撃減耐性",5,,,,,,1,
"聖盾騎士のよろい上","守備力",,5,,,,,2,
"聖盾騎士のよろい上","すばやさ",,5,,,,,3,
"聖盾騎士のよろい上","さいだいHP",,5,,,,,4,
"聖盾騎士のよろい下","バギ属性耐性",5,,,,,,,
"聖盾騎士のよろい下","守備減耐性",5,,,,,,,
"聖盾騎士のよろい下","さいだいHP",,5,,,,,,
"聖盾騎士のよろい下","イオ属性とくぎダメージ",3,,,,,,,
"聖盾騎士のよろい下","スライム系への耐性",5,,,,,,,
"聖盾騎士のよろい下","かいふく魔力",,7,,,,"【パラディン】",,
"聖盾騎士のよろい下","さいだいMP",,5,,,,,,
"聖盾騎士のよろい下","守備力",,7,,,,,,
"聖盾騎士のよろい下","転び耐性",5,,,,,,1,
"聖盾騎士のよろい下","守備力",,5,,,,,2,
"聖盾騎士のよろい下","きようさ",,5,,,,,3,
"聖盾騎士のよろい下","さいだいHP",,5,,,,,4,
"カーニバルピアス","イオ属性とくぎダメージ",5,,,,,,,
"バロックヘッド","幻惑耐性",5,,,,,,,
"バロックヘッド","ジバリア属性耐性",5,,,,,,,
"バロックヘッド","さいだいMP",,5,,,,,,
"バロックヘッド","ギラ属性ダメージ",5,,,,,,,
"バロックヘッド","ゾンビ系への耐性",5,,,,,,,
"バロックヘッド","さいだいMP",,5,,,,"【魔法戦士】",,
"バロックヘッド","さいだいHP",,5,,,,,,
"バロックヘッド","守備力",,7,,,,,,
"バロックヘッド","眠り耐性",5,,,,,,1,
"バロックヘッド","守備力",,5,,,,,2,
"バロックヘッド","こうげき魔力",,5,,,,,3,
"バロックヘッド","さいだいHP",,5,,,,,4,
"バロックコート上","呪い耐性",5,,,,,,,
"バロックコート上","ドルマ属性耐性",5,,,,,,,
"バロックコート上","さいだいMP",,5,,,,,,
"バロックコート上","ギラ属性ダメージ",3,,,,,,,
"バロックコート上","ゾンビ系への耐性",3,,,,,,,
"バロックコート上","さいだいMP",,5,,,,"【魔法戦士】",,
"バロックコート上","さいだいHP",,5,,,,,,
"バロックコート上","守備力",,7,,,,,,
"バロックコート上","攻撃減耐性",5,,,,,,1,
"バロックコート上","守備力",,5,,,,,2,
"バロックコート上","こうげき魔力",,5,,,,,3,
"バロックコート上","さいだいHP",,5,,,,,4,
"バロックコート下","呪い耐性",5,,,,,,,
"バロックコート下","ヒャド属性耐性",5,,,,,,,
"バロックコート下","さいだいMP",,5,,,,,,
"バロックコート下","ギラ属性ダメージ",3,,,,,,,
"バロックコート下","ゾンビ系への耐性",3,,,,,,,
"バロックコート下","さいだいMP",,5,,,,"【魔法戦士】",,
"バロックコート下","さいだいHP",,5,,,,,,
"バロックコート下","守備力",,7,,,,,,
"バロックコート下","攻撃減耐性",5,,,,,,1,
"バロックコート下","守備力",,5,,,,,2,
"バロックコート下","こうげき魔力",,5,,,,,3,
"バロックコート下","さいだいHP",,5,,,,,4,
"マスターハット","呪い耐性",5,,,,,,,
"マスターハット","転び耐性",5,,,,,,1,
"マスターハット","守備力",,2,,,,,2,
"マスターハット","きようさ",,3,,,,,3,
"マスターハット","さいだいHP",,2,,,,,4,
"マスターベスト","転び耐性",5,,,,,,,
"マスターベスト","封印耐性",5,,,,,,1,
"マスターベスト","守備力",,2,,,,,2,
"マスターベスト","きようさ",,3,,,,,3,
"マスターベスト","さいだいHP",,2,,,,,4,
"マスタースラックス","封印耐性",5,,,,,,,
"マスタースラックス","呪い耐性",5,,,,,,1,
"マスタースラックス","守備力",,2,,,,,2,
"マスタースラックス","すばやさ",,3,,,,,3,
"マスタースラックス","さいだいHP",,2,,,,,4,
"ラーミアの冠帽","転び耐性",5,,,,,,,
"ラーミアの冠帽","イオ属性耐性",5,,,,,,,
"ラーミアの冠帽","さいだいMP",,5,,,,,,
"ラーミアの冠帽","ゾーマへのダメージ",20,,,,,,,
"ラーミアの冠帽","ドラゴン系への耐性",5,,,,,,,
"ラーミアの冠帽","イオ属性じゅもんダメージ",5,,,,,,,
"ラーミアの冠帽","すばやさ",,5,,,,,,
"ラーミアの冠帽","こうげき魔力",,5,,,,"【賢者】",,
"ラーミアの冠帽","守備力",,7,,,,,,
"ラーミアの冠帽","封印耐性",5,,,,,,1,
"ラーミアの冠帽","きようさ",,7,,,,,2,
"ラーミアの冠帽","守備力",,5,,,,,3,
"ラーミアの冠帽","さいだいHP",,5,,,,,4,
"ラーミアの羽衣上","封印耐性",5,,,,,,,
"ラーミアの羽衣上","転び耐性",5,,,,,,,
"ラーミアの羽衣上","さいだいMP",,5,,,,,,
"ラーミアの羽衣上","ゾーマへの耐性",20,,,,,,,
"ラーミアの羽衣上","鳥系への耐性",5,,,,,,,
"ラーミアの羽衣上","イオ属性じゅもんダメージ",3,,,,,,,
"ラーミアの羽衣上","さいだいHP",,5,,,,,,
"ラーミアの羽衣上","さいだいHP",,5,,,,"【賢者】",,
"ラーミアの羽衣上","守備力",,7,,,,,,
"ラーミアの羽衣上","混乱耐性",5,,,,,,1,
"ラーミアの羽衣上","すばやさ",,7,,,,,2,
"ラーミアの羽衣上","さいだいMP",,5,,,,,3,
"ラーミアの羽衣上","さいだいHP",,5,,,,,4,
"ラーミアの羽衣下","封印耐性",5,,,,,,,
"ラーミアの羽衣下","眠り耐性",5,,,,,,,
"ラーミアの羽衣下","さいだいMP",,5,,,,,,
"ラーミアの羽衣下","バラモスへの耐性",20,,,,,,,
"ラーミアの羽衣下","ドラゴン系への耐性",5,,,,,,,
"ラーミアの羽衣下","イオ属性じゅもんダメージ",3,,,,,,,
"ラーミアの羽衣下","さいだいHP",,5,,,,"【賢者】",,
"ラーミアの羽衣下","守備力",,7,,,,,,
"ラーミアの羽衣下","防御減耐性",5,,,,,,1,
"ラーミアの羽衣下","きようさ",,7,,,,,2,
"ラーミアの羽衣下","守備力",,5,,,,,3,
"ラーミアの羽衣下","さいだいHP",,5,,,,,4,
"金のネックレス","悪魔系への耐性",3,,,,,,,
"ガーターベルト","悪魔系へのダメージ",3,,,,,,,
"カンダタマスク","さいだいHP",,5,,,,"【レンジャ】",,
"カンダタマスク","ゾーマへのダメージ",10,,,,,,,
"カンダタマスク","幻惑耐性",5,,,,,,,
"カンダタマスク","守備減耐性",5,,,,,,,
"カンダタマスク","バラモスへのダメージ",10,,,,,,,
"カンダタマスク","ジバリア属性ダメージ",5,,,,,,,
"カンダタマスク","怪人系への耐性",5,,,,,,,
"カンダタマスク","さいだいMP",,5,,,,"【レンジャ】",,
"カンダタマスク","さいだいMP",,5,,,,,,
"カンダタマスク","守備力",,7,,,,,,
"カンダタマスク","鳥系への耐性",5,,,,,,1,
"カンダタマスク","守備力",,5,,,,,2,
"カンダタマスク","すばやさ",,5,,,,,3,
"カンダタマスク","さいだいHP",,5,,,,,4,
"マッスルボディ","幻惑耐性",5,,,,,,,
"マッスルボディ","守備減耐性",5,,,,,,,
"マッスルボディ","さいだいMP",,5,,,,,,
"マッスルボディ","ゾーマへの耐性",20,,,,,,,
"マッスルボディ","ジバリア属性ダメージ",3,,,,,,,
"マッスルボディ","怪人系への耐性",5,,,,,,,
"マッスルボディ","さいだいHP",,5,,,,"【レンジャ】",,
"マッスルボディ","さいだいHP",,5,,,,,,
"マッスルボディ","守備力",,7,,,,,,
"マッスルボディ","守備減耐性",5,,,,,,1,
"マッスルボディ","守備力",,5,,,,,2,
"マッスルボディ","すばやさ",,5,,,,,3,
"マッスルボディ","さいだいHP",,5,,,,,4,
"マッスルパンツ","攻撃減耐性",5,,,,,,,
"マッスルパンツ","イオ属性耐性",5,,,,,,,
"マッスルパンツ","さいだいHP",,5,,,,,,
"マッスルパンツ","バラモスへの耐性",20,,,,,,,
"マッスルパンツ","ジバリア属性ダメージ",3,,,,,,,
"マッスルパンツ","怪人系への耐性",5,,,,,,,
"マッスルパンツ","さいだいMP",,5,,,,"【レンジャ】",,
"マッスルパンツ","さいだいMP",,5,,,,,,
"マッスルパンツ","守備力",,7,,,,,,
"マッスルパンツ","防御減耐性",5,,,,,,1,
"マッスルパンツ","守備力",,5,,,,,2,
"マッスルパンツ","すばやさ",,5,,,,,3,
"マッスルパンツ","さいだいHP",,5,,,,,4,
"ひかりのかぶと","ヒャド属性耐性",5,,,,,,,
"ひかりのかぶと","幻惑耐性",5,,,,,,,
"ひかりのかぶと","さいだいHP",,5,,,,,,
"ひかりのかぶと","ゾーマへのダメージ",20,,,,,,,
"ひかりのかぶと","デイン属性とくぎダメージ",3,,,,,,,
"ひかりのかぶと","怪人系への耐性",5,,,,,,,
"ひかりのかぶと","さいだいMP",,5,,,,"【バトマス】",,
"ひかりのかぶと","さいだいMP",,5,,,,,,
"ひかりのかぶと","守備力",,7,,,,,,
"ひかりのかぶと","攻撃減耐性",5,,,,,,1,
"ひかりのかぶと","守備力",,5,,,,,2,
"ひかりのかぶと","すばやさ",,5,,,,,3,
"ひかりのかぶと","さいだいHP",,5,,,,,4,
"アリアハンのかぶと","ヒャド属性耐性",3,,,,,,,
"アリアハンのかぶと","バラモスへの耐性",2,,,,,,,
"アリアハンのかぶと","幻惑耐性",3,,,,,,,
"アリアハンのかぶと","さいだいHP",,3,,,,,,
"アリアハンのかぶと","ゾーマへの耐性",2,,,,,,,
"アリアハンのかぶと","デイン属性斬撃・体技ダメージ",1,,,,,,,
"アリアハンのかぶと","怪人系への耐性",3,,,,,,,
"アリアハンのかぶと","さいだいMP",,2,,,,,,
"アリアハンのかぶと","守備力",,4,,,,,,
"アリアハンのかぶと","攻撃減耐性",3,,,,,,1,
"アリアハンのかぶと","すばやさ",,2,,,,,2,
"アリアハンのかぶと","さいだいHP",,5,,,,,3,
"アリアハンのかぶと","守備力",,8,,,,,4,
"勇者の盾","うけながしのかまえ",,,,,,,,
"勇者の盾","ミラーシールド",,,,,,,,
"勇者の盾","バギ属性とくぎダメージ",3,,,,,,,
"勇者の盾","バラモスへのダメージ",20,,,,,,,
"勇者の盾","すばやさ",,5,,,,,,
"勇者の盾","攻撃力",,8,,,,,,
"勇者の盾","幻惑耐性",5,,,,,,,
"勇者の盾","ガード率",1,,,,,,,
"勇者の盾","幻惑耐性",5,,,,,,1,
"勇者の盾","ガード率",1,,,,,,2,
"勇者の盾","守備力",,6,,,,,3,
"勇者の盾","ガード率",1,,,,,,4,
"アリアハンの盾","シールドアタック",,,,,,,,
"アリアハンの盾","バラモスへの耐性",2,,,,,,,
"アリアハンの盾","ビッグシールド",,,,,,,,
"アリアハンの盾","メラ属性とくぎダメージ",1,,,,,,,
"アリアハンの盾","ゾーマへの耐性",2,,,,,,,
"アリアハンの盾","すばやさ",,3,,,,,,
"アリアハンの盾","さいだいHP",,3,,,,,,
"アリアハンの盾","封印耐性",5,,,,,,,
"アリアハンの盾","ガード率",1,,,,,,,
"アリアハンの盾","幻惑耐性",5,,,,,,1,
"アリアハンの盾","ガード率",1,,,,,,2,
"アリアハンの盾","守備力",,6,,,,,3,
"アリアハンの盾","ガード率",1,,,,,,4,
"ひかりのよろい上","ヒャド属性耐性",5,,,,,,,
"ひかりのよろい上","ドラゴン系への耐性",5,,,,,,,
"ひかりのよろい上","さいだいHP",,5,,,,,,
"ひかりのよろい上","ゾーマへの耐性",20,,,,,,,
"ひかりのよろい上","バギ属性とくぎダメージ",3,,,,,,,
"ひかりのよろい上","スライム系への耐性",5,,,,,,,
"ひかりのよろい上","さいだいMP",,5,,,,"【バトマス】",,
"ひかりのよろい上","怯え耐性",5,,,,,,,
"ひかりのよろい上","守備力",,7,,,,,,
"ひかりのよろい上","防御減耐性",5,,,,,,1,
"ひかりのよろい上","守備力",,5,,,,,2,
"ひかりのよろい上","きようさ",,5,,,,,3,
"ひかりのよろい上","さいだいHP",,5,,,,,4,
"アリアハンの服上","ヒャド属性耐性",3,,,,,,,
"アリアハンの服上","バラモスへの耐性",2,,,,,,,
"アリアハンの服上","ドラゴン系への耐性",1,,,,,,,
"アリアハンの服上","さいだいHP",,3,,,,,,
"アリアハンの服上","ゾーマへの耐性",2,,,,,,,
"アリアハンの服上","メラ属性とくぎダメージ",1,,,,,,,
"アリアハンの服上","スライム系への耐性",3,,,,,,,
"アリアハンの服上","怯え耐性",2,,,,,,,
"アリアハンの服上","守備力",,4,,,,,,
"アリアハンの服上","防御減耐性",3,,,,,,1,
"アリアハンの服上","きようさ",,2,,,,,2,
"アリアハンの服上","さいだいHP",,5,,,,,3,
"アリアハンの服上","守備力",,8,,,,,4,
"ひかりのよろい下","ヒャド属性耐性",5,,,,,,,
"ひかりのよろい下","攻撃減耐性",5,,,,,,,
"ひかりのよろい下","さいだいHP",,5,,,,,,
"ひかりのよろい下","バラモスへの耐性",20,,,,,,,
"ひかりのよろい下","デイン属性とくぎダメージ",3,,,,,,,
"ひかりのよろい下","幻惑耐性",5,,,,,,,
"ひかりのよろい下","さいだいMP",,5,,,,"【バトマス】",,
"ひかりのよろい下","さいだいMP",,5,,,,,,
"ひかりのよろい下","守備力",,7,,,,,,
"ひかりのよろい下","混乱耐性",5,,,,,,1,
"ひかりのよろい下","守備力",,5,,,,,2,
"ひかりのよろい下","きようさ",,5,,,,,3,
"ひかりのよろい下","さいだいHP",,5,,,,,4,
"アリアハンの服下","ヒャド属性耐性",3,,,,,,,
"アリアハンの服下","バラモスへの耐性",2,,,,,,,
"アリアハンの服下","攻撃減耐性",2,,,,,,,
"アリアハンの服下","さいだいHP",,3,,,,,,
"アリアハンの服下","ゾーマへの耐性",2,,,,,,,
"アリアハンの服下","デイン属性とくぎダメージ",1,,,,,,,
"アリアハンの服下","幻惑耐性",2,,,,,,,
"アリアハンの服下","最大MP",,3,,,,,,
"アリアハンの服下","守備力",,4,,,,,,
"アリアハンの服下","混乱耐性",2,,,,,,1,
"アリアハンの服下","きようさ",,2,,,,,2,
"アリアハンの服下","さいだいHP",,2,,,,,3,
"アリアハンの服下","守備力",,8,,,,,4,
"にげにげリング","ジバリア属性ダメージ",5,,,,,,,
"ノーブルハット","幻惑耐性",5,,,,,,,
"ノーブルハット","混乱耐性",5,,,,,,,
"ノーブルハット","さいだいMP",,5,,,,,,
"ノーブルハット","メラ属性とくぎダメージ",5,,,,,,,
"ノーブルハット","怪人系への耐性",3,,,,,,,
"ノーブルハット","さいだいHP",,5,,,,"【魔法戦士】",,
"ノーブルハット","さいだいHP",,5,,,,,,
"ノーブルハット","守備力",,7,,,,,,
"ノーブルハット","眠り耐性",5,,,,,,1,
"ノーブルハット","守備力",,5,,,,,2,
"ノーブルハット","きようさ",,5,,,,,3,
"ノーブルハット","さいだいHP",,5,,,,,4,
"ノーブルコート上","攻撃減耐性",5,,,,,,,
"ノーブルコート上","混乱耐性",5,,,,,,,
"ノーブルコート上","さいだいMP",,5,,,,,,
"ノーブルコート上","メラ属性とくぎダメージ",3,,,,,,,
"ノーブルコート上","怪人系への耐性",5,,,,,,,
"ノーブルコート上","守備力",,5,,,,"【魔法戦士】",,
"ノーブルコート上","さいだいMP",,5,,,,,,
"ノーブルコート上","守備力",,7,,,,,,
"ノーブルコート上","幻惑耐性",5,,,,,,1,
"ノーブルコート上","守備力",,5,,,,,2,
"ノーブルコート上","きようさ",,5,,,,,3,
"ノーブルコート上","さいだいHP",,5,,,,,4,
"ノーブルコート下","幻惑耐性",5,,,,,,,
"ノーブルコート下","眠り耐性",5,,,,,,,
"ノーブルコート下","さいだいHP",,5,,,,,,
"ノーブルコート下","メラ属性とくぎダメージ",3,,,,,,,
"ノーブルコート下","怪人系への耐性",3,,,,,,,
"ノーブルコート下","こうげき魔力",,6,,,,"【魔法戦士】",,
"ノーブルコート下","さいだいMP",,5,,,,,,
"ノーブルコート下","守備力",,7,,,,,,
"ノーブルコート下","攻撃減耐性",5,,,,,,1,
"ノーブルコート下","守備力",,5,,,,,2,
"ノーブルコート下","きようさ",,5,,,,,3,
"ノーブルコート下","さいだいHP",,5,,,,,4,
"記念大王の冠","毒耐性",5,,,,,,,
"記念大王の冠","封印耐性",5,,,,,,1,
"記念大王の冠","守備力",,2,,,,,2,
"記念大王の冠","きようさ",,3,,,,,3,
"記念大王の冠","さいだいHP",,2,,,,,4,
"記念大王の服","毒耐性",5,,,,,,,
"記念大王の服","封印耐性",5,,,,,,1,
"記念大王の服","守備力",,2,,,,,2,
"記念大王の服","きようさ",,3,,,,,3,
"記念大王の服","さいだいHP",,2,,,,,4,
"さとりのかんむり","封印耐性",5,,,,,,,
"さとりのかんむり","混乱耐性",5,,,,,,,
"さとりのかんむり","じゅもんHP回復効果",3,,,,,,,
"さとりのかんむり","バギ属性じゅもんダメージ",5,,,,,,,
"さとりのかんむり","ターン開始時HPを回復する",,,,,3,,,
"さとりのかんむり","さいだいMP",,5,,,,"【賢者】",,
"さとりのかんむり","さいだいMP",,5,,,,,,
"さとりのかんむり","守備力",,7,,,,,,
"さとりのかんむり","麻痺耐性",5,,,,,,1,
"さとりのかんむり","守備力",,5,,,,,2,
"さとりのかんむり","かいふく魔力",,5,,,,,3,
"さとりのかんむり","さいだいHP",,5,,,,,4,
"さとりのころも上","眠り耐性",5,,,,,,,
"さとりのころも上","混乱耐性",5,,,,,,,
"さとりのころも上","じゅもんHP回復効果",5,,,,,,,
